"","ID","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65"
"54","ES-034247-01","snc","snc","snc","snc","snc","snc","snc","mnc","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","w2c","w2c","w2c","w2c","w2c"
"55","ES-034340-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc"
"56","ES-034340-02","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc"
"57","ES-034965-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","m1c","m2c","m2c","w2c","w2c","w2c","w2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"58","ES-035048-02","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"59","ES-035056-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"60","ES-035056-02","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"61","ES-035208-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
"62","ES-037541-01","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","snc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc","mnc"
"63","ES-037541-02","snc","snc","snc","snc","snc","snc","snc","snc","snc","s1c","m1c","m1c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","d2c","d2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c","m2c"
